refcode;scale;description;category;brand;ctns;price_eu
LS 033E;1:18;Mitsubishi Starior  red;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 033F;1:18;Mitsubishi Starior  gray;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 033G;1:18;Mitsubishi Starior  yellow;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 034A;1:18;Lancia Delta Integrale Evolution II - yellow;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 034B;1:18;Lancia Delta Integrale Evolution II -white;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 034C;1:18;Lancia Delta Integrale Evolution II - cherry;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 034D;1:18;Lancia Delta Integrale Evolution II -blue;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 034E;1:18;Lancia Delta Integrale Evolution II - black;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 034F;1:18;Lancia Delta Integrale Evolution II - red;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 034H;1:18;Lancia Delta Integrale Evolution II - white ;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 034I;1:18;Lancia Delta Integrale Evolution II - red;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 034J;1:18;Lancia Delta Integrale Evolution II - black;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 036A;1:18;AMG Mercedes, red;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 036B;1:18;AMG Mercedes , green;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 036C;1:18;AMG Mercedes yellow ;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 036D;1:18;AMG Mercedes black;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 036E;1:18;AMG Mercedes silver;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 037A;1:18;Jeep Grand Wagoneer blue;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 037B;1:18;Jeep Grand Wagoneer orenge;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 037C;1:18;Jeep Grand Wagoneer white;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 037D;1:18;Jeep Grand Wagoneer yellow;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 037E;1:18;Jeep Grand Wagoneer black;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 038A;1:18;Honda Prelude red;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 038B;1:18;Honda Prelude purple ;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 038C;1:18;Honda Prelude blue ;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 038D;1:18;Honda Prelude grey ;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 038E;1:18;Honda Prelude white;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 039A;1:18;ZL1 1LE Camaro Hennessey Exorcist - white ;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 039B;1:18;ZL1 1LE Camaro Hennessey Exorcist - red;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 040A;1:18;Nisan Fairlady Z300ZX Turbo red;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 040B;1:18;Nisan Fairlady Z300ZX Turbo silver;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 040C;1:18;Nisan Fairlady Z300ZX Turbo black;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 041A;1:18;Toyota Soarer Lexus SC300;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 042A;1:18;Mazda RX7 red;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 042B;1:18;Mazda RX7 yellow;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 042C;1:18;Mazda RX7 black;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 043A;1:18;Mazda RX7 red 1989;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 043B;1:18;Mazda RX7 1989;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 043C;1:18;Mazda RX7 1989;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 044A;1:18;BMW Alpina B10 black ;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 044B;1:18;BMW Alpina B10 green;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LS 044C;1:18;BMW Alpina B10 red;Street;Ls;4;74,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM8 01A;1:8;Lancia Delta Integrale Evolution, Cherry ;Street;ToP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM12 01A;1:12;Lancia Delta Integrale Evolution II - yellow;Street;ToP;2;169,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM12 01B;1:12;Lancia Delta Integrale Evolution II - Martini;Street;ToP;2;169,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM12 01C;1:12;Lancia Delta Integrale Evolution II - red;Street;ToP;2;169,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM12 01D;1:12;Lancia Delta Integrale Evolution II - blue Lagos;Street;ToP;2;169,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM12 01E;1:12;Lancia Delta Integrale Evolution II Jolly Club- Dark Blu;Street;ToP;2;169,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM12 01F;1:12;Lancia Delta Integrale Evolution , Red;Street;ToP;2;169,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM12 01G;1:12;Lancia Delta Integrale Bianca , Red;Street;ToP;2;169,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM12 01H;1:12;Lancia Delta Integrale Bianca ,white;Street;ToP;2;169,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM12 01I;1:12;Lancia Delta Integrale  Bianca , black;Street;ToP;2;169,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM12 01K;1:12;Lancia Delta Integrale  Bianca , green;Street;ToP;2;169,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM12 02A;1:12;Dino 246 GT '72 red;Street;ToP;2;169,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM12 02B;1:12;Dino 246 GT '72 yellow;Street;ToP;2;169,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
